molecule,geometry_id,full_AO_width,electrons,projector_residual_max,eigenvalue_distance_min,eigenvalue_distance_max,density_symmetry_residual,root_reconstruction_residual,saved_transform_residual,electron_trace_residual,MO_density_residual,status,eigenvalues
CO,011,10,14,1.5987211554602254e-14,3.1274612568525735e-16,8.881784197001252e-15,2.7755575615628914e-16,0.0,0.0,8.881784197001252e-15,0.0,PASS,"[-5.754322940148679e-16, -4.440892098500626e-16, -3.1274612568525735e-16, 1.9999999999999911, 1.9999999999999916, 1.999999999999996, 1.999999999999999, 1.9999999999999996, 2.0000000000000013, 2.000000000000009]"
CO,012,10,14,8.43769498715119e-15,4.933587051969254e-58,1.0436096431476471e-14,2.7755575615628914e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-5.43342812367097e-16, -3.448356073330282e-16, -4.933587051969254e-58, 1.9999999999999896, 1.9999999999999944, 1.999999999999998, 1.9999999999999993, 2.000000000000001, 2.0000000000000013, 2.0000000000000044]"
CO,013,10,14,7.993605777301127e-15,7.036033508215418e-18,6.8833827526759706e-15,2.714842239903703e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-4.511252433582781e-16, 7.036033508215418e-18, 8.881784197001252e-16, 1.9999999999999931, 1.999999999999995, 1.9999999999999973, 2.0000000000000004, 2.000000000000002, 2.0000000000000027, 2.000000000000004]"
CO,014,10,14,1.5987211554602254e-14,2.779174684858566e-60,9.325873406851315e-15,4.0245584642661925e-16,0.0,0.0,1.4210854715202004e-14,0.0,PASS,"[-5.106692569042503e-16, -1.554645578708436e-16, -2.779174684858566e-60, 1.9999999999999956, 1.999999999999996, 1.9999999999999993, 2.000000000000001, 2.0000000000000027, 2.000000000000008, 2.0000000000000093]"
CO,015,10,14,9.325873406851315e-15,1.9260789259727553e-18,7.549516567451064e-15,3.5388358909926865e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-1.2620113288344485e-16, -1.9260789259727553e-18, 4.460152887760353e-16, 1.9999999999999938, 1.9999999999999951, 1.999999999999998, 2.000000000000003, 2.0000000000000044, 2.0000000000000058, 2.0000000000000075]"
CO,016,10,14,7.993605777301127e-15,2.220446049250313e-16,5.551115123125783e-15,4.163336342344337e-16,0.0,0.0,1.7763568394002505e-15,0.0,PASS,"[-4.453913297964362e-16, -2.220446049250313e-16, 4.453913297964362e-16, 1.9999999999999944, 1.9999999999999982, 1.9999999999999996, 2.000000000000001, 2.0000000000000013, 2.000000000000003, 2.000000000000005]"
CO,017,10,14,1.199040866595169e-14,1.2173133265544401e-117,7.105427357601002e-15,2.706168622523819e-16,0.0,0.0,5.329070518200751e-15,0.0,PASS,"[-1.2173133265544401e-117, 7.332674951756357e-17, 3.7076246033249904e-16, 1.9999999999999958, 1.9999999999999987, 1.9999999999999993, 2.0000000000000004, 2.0000000000000018, 2.0000000000000027, 2.000000000000007]"
CO,018,10,14,6.050715484207103e-15,1.83532474294269e-17,4.884981308350689e-15,3.3306690738754696e-16,0.0,0.0,0.0,0.0,PASS,"[-1.83532474294269e-17, 2.220446049250313e-16, 4.624424572794895e-16, 1.9999999999999953, 1.9999999999999971, 1.999999999999999, 2.0000000000000004, 2.000000000000002, 2.000000000000003, 2.000000000000005]"
CO,019,10,14,7.993605777301127e-15,1.3974914055146158e-58,7.105427357601002e-15,3.608224830031759e-16,0.0,0.0,1.7763568394002505e-14,0.0,PASS,"[-2.4475257681068926e-16, -1.3974914055146158e-58, 2.4475257681068926e-16, 1.999999999999993, 1.9999999999999942, 1.9999999999999958, 1.999999999999997, 1.9999999999999998, 2.0000000000000004, 2.0000000000000013]"
CO,020,10,14,8.43769498715119e-15,7.252662690741228e-89,6.217248937900877e-15,2.8449465006019636e-16,0.0,0.0,1.7763568394002505e-15,0.0,PASS,"[-4.442189933792596e-16, -7.252662690741228e-89, 8.883082032293222e-16, 1.9999999999999938, 1.9999999999999956, 1.9999999999999991, 1.9999999999999993, 2.000000000000002, 2.000000000000004, 2.000000000000005]"
CO,021,10,14,6.661338147750939e-15,1.6503145132470597e-59,6.439293542825908e-15,1.6653345369377348e-16,0.0,0.0,0.0,0.0,PASS,"[-4.097891298464342e-18, -1.6503145132470597e-59, 2.2614249622349566e-16, 1.9999999999999936, 1.999999999999997, 1.9999999999999987, 1.9999999999999998, 2.0000000000000013, 2.000000000000005, 2.0000000000000058]"
CO,022,10,14,7.105427357601002e-15,1.755417504469251e-16,7.549516567451064e-15,3.3306690738754696e-16,0.0,0.0,5.329070518200751e-15,0.0,PASS,"[-1.755417504469251e-16, 1.755417504469251e-16, 4.440892098500626e-16, 1.9999999999999925, 1.999999999999997, 2.000000000000001, 2.0000000000000013, 2.0000000000000036, 2.0000000000000053, 2.0000000000000075]"
CO,023,10,14,9.769962616701378e-15,1.9581818736429278e-16,8.881784197001252e-15,2.220446049250313e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-4.703156274108011e-16, -2.220446049250313e-16, -1.9581818736429278e-16, 1.999999999999994, 1.999999999999997, 1.999999999999998, 1.9999999999999984, 1.9999999999999993, 2.0000000000000036, 2.000000000000009]"
CO,024,10,14,9.325873406851315e-15,1.0743788873887962e-86,7.105427357601002e-15,3.608224830031759e-16,0.0,0.0,5.329070518200751e-15,0.0,PASS,"[-6.71244014753906e-16, -1.0743788873887962e-86, 5.110199978812043e-18, 1.9999999999999947, 1.9999999999999971, 1.9999999999999993, 2.0000000000000004, 2.000000000000003, 2.0000000000000058, 2.000000000000007]"
CO,025,10,14,1.199040866595169e-14,0.0,1.021405182655144e-14,4.510281037539698e-16,0.0,0.0,8.881784197001252e-15,0.0,PASS,"[-2.2877472694094025e-17, 0.0, 2.2877472694094025e-17, 1.9999999999999918, 1.9999999999999964, 2.0000000000000013, 2.000000000000003, 2.0000000000000036, 2.000000000000006, 2.00000000000001]"
CO,026,10,14,1.687538997430238e-14,2.1722250917102668e-16,1.199040866595169e-14,2.220446049250313e-16,0.0,0.0,7.105427357601002e-15,0.0,PASS,"[-2.220446049250313e-16, -2.1722250917102668e-16, 2.1722250917102668e-16, 1.9999999999999964, 1.9999999999999976, 1.9999999999999982, 2.0000000000000004, 2.0000000000000018, 2.000000000000004, 2.000000000000012]"
CO,027,10,14,9.769962616701378e-15,0.0,4.884981308350689e-15,2.220446049250313e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-3.924239806337096e-17, 1.2723790056069339e-42, 4.833316079134337e-16, 1.9999999999999951, 1.999999999999997, 1.9999999999999973, 1.9999999999999996, 2.0, 2.0000000000000004, 2.000000000000005]"
CO,028,10,14,7.389922007661198e-15,1.0436028720516473e-17,6.661338147750939e-15,3.3306690738754696e-16,0.0,0.0,1.7763568394002505e-15,0.0,PASS,"[-1.0436028720516473e-17, 1.0436028720516473e-17, 4.440892098500626e-16, 1.999999999999994, 1.9999999999999971, 1.9999999999999987, 1.9999999999999996, 2.000000000000001, 2.0000000000000044, 2.0000000000000067]"
CO,029,10,14,9.901801600875615e-15,4.440892098500626e-16,8.215650382226158e-15,3.3306690738754696e-16,0.0,0.0,5.329070518200751e-15,0.0,PASS,"[-8.882722296616644e-16, -4.440892098500626e-16, 4.441830198116017e-16, 1.9999999999999918, 1.999999999999995, 1.9999999999999987, 2.0000000000000013, 2.0000000000000013, 2.0000000000000036, 2.0000000000000058]"
CO,030,10,14,7.549516567451064e-15,0.0,7.105427357601002e-15,2.8796409701215e-16,0.0,0.0,5.329070518200751e-15,0.0,PASS,"[-4.44441952356892e-16, -4.440892098500626e-16, 4.44441952356892e-16, 1.999999999999994, 1.9999999999999993, 2.0, 2.0000000000000004, 2.000000000000004, 2.000000000000005, 2.000000000000007]"
HF,001,6,10,1.509903313490213e-14,0.0,7.771561172376096e-15,3.3306690738754696e-16,0.0,0.0,3.552713678800501e-15,3.2582401381343754e-19,PASS,"[2.119662449058565e-16, 1.9999999999999922, 1.9999999999999978, 2.0, 2.0, 2.000000000000003]"
HF,002,6,10,7.549516567451064e-15,0.0,3.774758283725532e-15,3.608224830031759e-16,0.0,0.0,3.552713678800501e-15,5.070419690678375e-17,PASS,"[2.397538738632467e-16, 1.9999999999999962, 1.9999999999999984, 1.999999999999999, 2.0, 2.0000000000000013]"
HF,003,6,10,1.2434497875801753e-14,0.0,5.995204332975845e-15,3.3306690738754696e-16,0.0,0.0,5.329070518200751e-15,1.4552931614171597e-17,PASS,"[3.9941358515606406e-16, 1.999999999999994, 1.9999999999999987, 2.0, 2.000000000000001, 2.000000000000004]"
HF,004,6,10,7.0360384185619296e-15,0.0,6.661338147750939e-15,2.220446049250313e-16,0.0,0.0,1.7763568394002505e-15,7.056181136176697e-18,PASS,"[8.399384217816483e-17, 1.999999999999996, 1.9999999999999971, 2.0, 2.000000000000002, 2.0000000000000067]"
HF,005,6,10,5.329070518200751e-15,3.5166241835412705e-16,5.10702591327572e-15,1.942890293094024e-16,0.0,0.0,7.105427357601002e-15,3.248730771912017e-18,PASS,"[-3.5166241835412705e-16, 1.999999999999995, 1.9999999999999967, 1.999999999999998, 1.9999999999999996, 2.000000000000001]"
HF,006,6,10,1.021405182655144e-14,1.7578347871709162e-16,4.884981308350689e-15,2.7755575615628914e-16,0.0,0.0,1.4210854715202004e-14,1.944431452648904e-18,PASS,"[-1.7578347871709162e-16, 1.9999999999999951, 1.9999999999999967, 1.9999999999999982, 1.9999999999999993, 2.000000000000001]"
HF,007,6,10,1.1102230246251565e-14,6.661338147750939e-16,7.771561172376096e-15,2.7719423248825e-16,0.0,0.0,1.2434497875801753e-14,3.858511450727037e-17,PASS,"[-6.748335959078503e-16, 1.9999999999999922, 1.999999999999996, 1.9999999999999971, 1.9999999999999993, 2.000000000000001]"
HF,008,6,10,1.7319479184152442e-14,2.1167192312687033e-16,9.103828801926284e-15,1.6653345369377348e-16,0.0,0.0,1.2434497875801753e-14,4.6566229241004554e-17,PASS,"[2.1167192312687033e-16, 1.999999999999991, 1.9999999999999971, 1.9999999999999976, 1.9999999999999991, 2.000000000000002]"
HF,009,6,10,6.661338147750939e-15,3.5175555171071216e-16,8.43769498715119e-15,2.220446049250313e-16,0.0,0.0,8.881784197001252e-15,1.5309114803526015e-17,PASS,"[3.5175555171071216e-16, 1.9999999999999993, 1.9999999999999996, 1.9999999999999996, 2.0000000000000018, 2.0000000000000084]"
HF,010,6,10,1.554312234475219e-14,2.430405152729873e-16,9.103828801926284e-15,2.7755575615628914e-16,0.0,0.0,1.0658141036401503e-14,9.05863408864529e-19,PASS,"[-2.430405152729873e-16, 1.999999999999991, 1.9999999999999933, 1.9999999999999991, 2.0000000000000004, 2.0000000000000018]"
HF,011,6,10,4.440892098500626e-15,0.0,4.440892098500626e-15,1.1842056886762745e-16,0.0,0.0,7.105427357601002e-15,5.5698518182321265e-18,PASS,"[6.258438938083629e-17, 2.0, 2.0, 2.0000000000000004, 2.000000000000002, 2.0000000000000044]"
HF,012,6,10,5.329070518200751e-15,4.142962338039373e-16,3.1086244689504383e-15,2.7755575615628914e-16,0.0,0.0,0.0,2.0419980261621034e-17,PASS,"[-4.142962338039373e-16, 1.999999999999997, 1.9999999999999996, 2.0000000000000004, 2.0000000000000018, 2.0000000000000027]"
HF,013,6,10,4.884981308350689e-15,0.0,3.3306690738754696e-15,6.661338147750939e-16,0.0,0.0,7.105427357601002e-15,2.220446049250313e-16,PASS,"[3.1301593910085535e-17, 1.9999999999999967, 1.9999999999999973, 1.9999999999999984, 2.0, 2.0000000000000013]"
HF,014,6,10,4.489464355827977e-15,8.067471524136035e-18,4.6629367034256575e-15,3.0367081240469866e-16,0.0,0.0,1.7763568394002505e-15,1.3301376194681216e-17,PASS,"[-8.067471524136035e-18, 1.9999999999999953, 1.9999999999999996, 1.9999999999999996, 2.0000000000000004, 2.000000000000003]"
HF,015,6,10,1.0658141036401503e-14,0.0,6.217248937900877e-15,1.6653345369377348e-16,0.0,0.0,1.2434497875801753e-14,2.309937775024032e-17,PASS,"[-2.5991168849565395e-16, 1.9999999999999938, 1.9999999999999953, 1.9999999999999978, 2.0, 2.0000000000000004]"
HF,016,6,10,6.106226635438361e-15,4.1386668993635905e-16,6.661338147750939e-15,2.4615408209359002e-16,0.0,0.0,1.7763568394002505e-15,8.485842019988986e-18,PASS,"[-4.1386668993635905e-16, 1.999999999999995, 1.9999999999999976, 1.9999999999999996, 2.0000000000000018, 2.0000000000000067]"
HF,017,6,10,4.440892098500626e-15,9.504286330536596e-17,3.552713678800501e-15,2.498001805406602e-16,0.0,0.0,3.552713678800501e-15,1.3075830829958075e-18,PASS,"[-9.504286330536596e-17, 1.9999999999999964, 1.9999999999999971, 2.000000000000001, 2.000000000000002, 2.000000000000002]"
HF,018,6,10,3.819861094100929e-15,3.081906359672159e-16,2.220446049250313e-15,4.440892098500626e-16,0.0,0.0,1.7763568394002505e-15,2.029221582921585e-17,PASS,"[-3.081906359672159e-16, 1.9999999999999978, 1.9999999999999982, 2.0000000000000004, 2.0000000000000013, 2.0000000000000018]"
HF,019,6,10,2.9976021664879227e-15,1.1696177652169176e-16,2.6645352591003757e-15,2.7755575615628914e-16,0.0,0.0,0.0,3.8500875929832444e-17,PASS,"[1.1696177652169176e-16, 1.9999999999999976, 1.9999999999999998, 2.0000000000000004, 2.000000000000001, 2.0000000000000027]"
HF,020,6,10,5.329070518200751e-15,2.558430545521134e-16,3.552713678800501e-15,1.3877787807814457e-16,0.0,0.0,3.552713678800501e-15,4.132529629224654e-17,PASS,"[2.558430545521134e-16, 1.9999999999999964, 1.9999999999999991, 1.9999999999999993, 2.0000000000000013, 2.000000000000003]"
HF,021,6,10,1.021405182655144e-14,9.715318256612339e-17,5.995204332975845e-15,2.220446049250313e-16,0.0,0.0,1.0658141036401503e-14,5.582283801636978e-18,PASS,"[-9.715318256612339e-17, 1.999999999999994, 1.999999999999995, 1.9999999999999987, 1.9999999999999996, 2.0000000000000004]"
HF,022,6,10,3.1086244689504383e-15,2.0434646930112697e-16,1.7763568394002505e-15,3.5189208304220807e-16,0.0,0.0,3.552713678800501e-15,2.3283459970590303e-18,PASS,"[-2.0434646930112697e-16, 1.9999999999999982, 1.9999999999999993, 1.9999999999999996, 2.000000000000001, 2.0000000000000013]"
HF,023,6,10,6.217248937900877e-15,1.4210188324658697e-16,7.105427357601002e-15,3.885780586188048e-16,0.0,0.0,7.105427357601002e-15,4.1153268321581467e-17,PASS,"[1.4210188324658697e-16, 1.999999999999999, 1.999999999999999, 2.000000000000001, 2.0000000000000036, 2.000000000000007]"
HF,024,6,10,4.107825191113079e-15,2.1798175313540756e-16,4.6629367034256575e-15,2.220446049250313e-16,0.0,0.0,3.552713678800501e-15,4.331781272138088e-18,PASS,"[-2.1798175313540756e-16, 1.9999999999999953, 1.9999999999999987, 1.9999999999999991, 2.000000000000001, 2.0000000000000013]"
HF,025,6,10,3.1086244689504383e-15,0.0,2.886579864025407e-15,2.220446049250313e-16,0.0,0.0,0.0,4.2714020932960375e-17,PASS,"[9.813516148839787e-17, 1.9999999999999971, 2.0, 2.0000000000000004, 2.0000000000000004, 2.000000000000002]"
HF,026,6,10,1.3766765505351941e-14,4.029644210605837e-16,6.439293542825908e-15,1.1102230246251565e-16,0.0,0.0,8.881784197001252e-15,3.877120832624038e-17,PASS,"[4.029644210605837e-16, 1.9999999999999936, 1.9999999999999947, 1.9999999999999996, 2.0000000000000013, 2.0000000000000013]"
HF,027,6,10,1.2878587085651816e-14,9.78340093539333e-17,6.8833827526759706e-15,3.5189208304220807e-16,0.0,0.0,8.881784197001252e-15,2.220446049250313e-16,PASS,"[-9.78340093539333e-17, 1.9999999999999931, 1.9999999999999967, 1.9999999999999991, 2.0000000000000004, 2.0000000000000018]"
HF,028,6,10,3.858025010572419e-15,2.443127331596113e-16,4.884981308350689e-15,1.6653345369377348e-16,0.0,0.0,5.329070518200751e-15,2.220446049250313e-16,PASS,"[-2.443127331596113e-16, 1.9999999999999951, 1.9999999999999976, 1.9999999999999993, 2.0000000000000004, 2.0000000000000018]"
HF,029,6,10,9.769962616701378e-15,0.0,4.884981308350689e-15,3.5189208304220797e-16,0.0,0.0,5.329070518200751e-15,1.3333301239111115e-17,PASS,"[2.5808241902124263e-16, 1.9999999999999951, 1.9999999999999978, 1.9999999999999991, 2.0, 2.0000000000000036]"
HF,030,6,10,7.105427357601002e-15,1.90340136637142e-17,4.440892098500626e-15,3.518920830422079e-16,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,PASS,"[-1.90340136637142e-17, 1.9999999999999976, 1.9999999999999984, 2.0000000000000004, 2.0000000000000004, 2.0000000000000044]"
H2S,001,11,18,7.549516567451064e-15,1.886443619327275e-18,6.8833827526759706e-15,2.220446049250313e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-8.900648633194526e-16, 1.886443619327275e-18, 1.9999999999999931, 1.9999999999999964, 1.9999999999999971, 1.9999999999999982, 1.999999999999999, 1.9999999999999996, 2.000000000000001, 2.0000000000000018, 2.000000000000005]"
H2S,002,11,18,1.3766765505351941e-14,2.1247500160882637e-16,8.215650382226158e-15,1.6653345369377368e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[2.1247500160882637e-16, 4.536588131662676e-16, 1.9999999999999918, 1.9999999999999938, 1.9999999999999956, 1.9999999999999984, 2.0000000000000013, 2.000000000000004, 2.000000000000005, 2.0000000000000053, 2.0000000000000067]"
H2S,003,11,18,1.509903313490213e-14,1.84275347199237e-18,7.993605777301127e-15,2.220446049250313e-16,0.0,0.0,1.7763568394002505e-14,0.0,PASS,"[-1.84275347199237e-18, 2.2388735839702365e-16, 1.9999999999999947, 1.9999999999999971, 1.999999999999998, 1.999999999999999, 2.000000000000003, 2.0000000000000044, 2.000000000000005, 2.000000000000006, 2.000000000000008]"
H2S,004,11,18,9.325873406851315e-15,6.236367850799288e-17,6.661338147750939e-15,1.4268100589909238e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-5.064528883580555e-16, 6.236367850799288e-17, 1.9999999999999933, 1.9999999999999953, 1.9999999999999987, 1.9999999999999996, 1.9999999999999998, 2.000000000000001, 2.0000000000000018, 2.000000000000004, 2.0000000000000058]"
H2S,005,11,18,1.1102230246251565e-14,0.0,9.325873406851315e-15,1.5959455978986625e-16,0.0,0.0,2.1316282072803006e-14,0.0,PASS,"[-5.70213095962383e-17, 5.70213095962383e-17, 1.9999999999999938, 2.0, 2.0, 2.0000000000000013, 2.000000000000003, 2.0000000000000058, 2.000000000000006, 2.000000000000006, 2.0000000000000093]"
H2S,006,11,18,1.9984014443252818e-14,1.5993780071927743e-16,9.325873406851315e-15,1.942890293094024e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[1.5993780071927743e-16, 2.8415140913078517e-16, 1.999999999999995, 1.999999999999996, 1.9999999999999964, 1.999999999999998, 1.9999999999999996, 2.000000000000001, 2.000000000000003, 2.0000000000000075, 2.0000000000000093]"
H2S,007,11,18,9.325873406851315e-15,0.0,7.105427357601002e-15,3.8857805861880464e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-2.254237063330386e-16, 2.254237063330386e-16, 1.999999999999993, 1.999999999999995, 1.999999999999996, 1.999999999999997, 1.9999999999999996, 2.0, 2.0000000000000018, 2.000000000000004, 2.0000000000000053]"
H2S,008,11,18,8.881784197001252e-15,3.881247975864522e-17,6.217248937900877e-15,3.3306690738754696e-16,0.0,0.0,0.0,0.0,PASS,"[-3.881247975864522e-17, 3.881247975864522e-17, 1.999999999999994, 1.9999999999999958, 1.9999999999999978, 1.9999999999999991, 1.9999999999999996, 2.0000000000000018, 2.000000000000002, 2.0000000000000053, 2.000000000000006]"
H2S,009,11,18,9.325873406851315e-15,2.04863340297567e-17,8.659739592076221e-15,2.775557561562892e-16,0.0,0.0,7.105427357601002e-15,0.0,PASS,"[-2.04863340297567e-17, 4.645755438798193e-16, 1.9999999999999913, 1.9999999999999925, 1.9999999999999962, 1.999999999999998, 1.9999999999999991, 1.9999999999999998, 2.000000000000001, 2.000000000000002, 2.0000000000000044]"
H2S,010,11,18,1.021405182655144e-14,4.163653445406536e-17,7.105427357601002e-15,3.0140820395097023e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-4.163653445406536e-17, 2.6368113937909667e-16, 1.999999999999993, 1.9999999999999933, 1.9999999999999953, 1.9999999999999987, 1.9999999999999991, 2.0000000000000004, 2.000000000000002, 2.000000000000003, 2.0000000000000053]"
H2S,011,11,18,1.3766765505351941e-14,9.331736508328005e-17,1.1102230246251565e-14,2.220446049250313e-16,0.0,0.0,2.4868995751603507e-14,0.0,PASS,"[-9.331736508328005e-17, 9.331736508328005e-17, 1.9999999999999944, 1.9999999999999978, 1.9999999999999993, 2.000000000000001, 2.0000000000000053, 2.0000000000000058, 2.0000000000000067, 2.0000000000000098, 2.000000000000011]"
H2S,012,11,18,1.3322676295501878e-14,0.0,7.993605777301127e-15,3.3306690738754696e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-8.895781925405928e-17, 8.895781925405928e-17, 1.9999999999999944, 1.9999999999999984, 1.9999999999999984, 1.9999999999999998, 2.0, 2.000000000000002, 2.0000000000000027, 2.0000000000000053, 2.000000000000008]"
H2S,013,11,18,5.329070518200751e-15,4.440892098500626e-16,7.105427357601002e-15,3.3306690738754696e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-4.580426710117028e-16, 4.580426710117028e-16, 1.999999999999995, 1.9999999999999987, 1.9999999999999996, 2.0000000000000004, 2.000000000000001, 2.0000000000000018, 2.000000000000003, 2.0000000000000044, 2.000000000000007]"
H2S,014,11,18,7.825771281000371e-15,1.0455361273603434e-16,6.217248937900877e-15,2.7755575615628933e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-1.0455361273603434e-16, 1.0455361273603434e-16, 1.9999999999999953, 1.9999999999999958, 1.999999999999997, 1.9999999999999991, 2.0000000000000004, 2.0000000000000018, 2.000000000000003, 2.0000000000000044, 2.000000000000006]"
H2S,015,11,18,7.993605777301127e-15,4.5618618669524784e-17,6.661338147750939e-15,5.165139149720943e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-4.897078285195874e-16, 4.5618618669524784e-17, 1.9999999999999933, 1.999999999999996, 1.9999999999999978, 1.9999999999999996, 2.0000000000000013, 2.000000000000003, 2.0000000000000044, 2.0000000000000053, 2.0000000000000067]"
H2S,016,11,18,9.325873406851315e-15,0.0,9.325873406851315e-15,2.3592239273284576e-16,0.0,0.0,7.105427357601002e-15,0.0,PASS,"[-3.2437603469650436e-17, 3.2437603469650436e-17, 1.999999999999996, 1.9999999999999971, 1.9999999999999998, 2.0, 2.0000000000000013, 2.0000000000000027, 2.0000000000000027, 2.000000000000005, 2.0000000000000093]"
H2S,017,11,18,1.509903313490213e-14,2.220446049250313e-16,7.549516567451064e-15,3.3306690738754696e-16,0.0,0.0,7.105427357601002e-15,0.0,PASS,"[-2.446308506877409e-16, 2.446308506877409e-16, 1.9999999999999938, 1.999999999999994, 1.999999999999997, 1.9999999999999976, 1.999999999999999, 1.9999999999999998, 2.000000000000001, 2.000000000000003, 2.0000000000000075]"
H2S,018,11,18,1.3766765505351941e-14,4.5340659627632957e-17,9.325873406851315e-15,2.220446049250313e-16,0.0,0.0,2.842170943040401e-14,0.0,PASS,"[-4.5340659627632957e-17, 4.5340659627632957e-17, 1.999999999999996, 1.9999999999999967, 1.9999999999999998, 2.0000000000000013, 2.000000000000002, 2.0000000000000044, 2.000000000000006, 2.000000000000009, 2.0000000000000093]"
H2S,019,11,18,7.105427357601002e-15,7.316370480857902e-18,5.329070518200751e-15,2.2204460492503091e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-7.316370480857902e-18, 4.514055803309205e-16, 1.999999999999997, 1.9999999999999971, 1.999999999999999, 2.0000000000000004, 2.000000000000001, 2.0000000000000013, 2.0000000000000027, 2.0000000000000036, 2.0000000000000053]"
H2S,020,11,18,1.3322676295501878e-14,2.555731158153721e-16,9.769962616701378e-15,2.8731357570865868e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-4.776177207404034e-16, 2.555731158153721e-16, 1.9999999999999902, 1.9999999999999958, 1.9999999999999967, 1.9999999999999978, 1.999999999999998, 1.9999999999999996, 2.000000000000001, 2.0000000000000036, 2.0000000000000058]"
H2S,021,11,18,4.440892098500626e-15,0.0,5.10702591327572e-15,2.220446049250313e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-2.252712504200677e-16, 4.473158553450989e-16, 1.999999999999995, 1.9999999999999962, 1.999999999999998, 1.9999999999999991, 2.0, 2.000000000000001, 2.0000000000000013, 2.000000000000002, 2.000000000000004]"
H2S,022,11,18,7.549516567451064e-15,0.0,6.439293542825908e-15,1.6653345369377348e-16,0.0,0.0,0.0,0.0,PASS,"[-4.739114769323668e-16, 2.982226708230418e-17, 1.9999999999999936, 1.999999999999996, 1.9999999999999978, 1.9999999999999987, 1.9999999999999998, 2.0, 2.0000000000000018, 2.000000000000003, 2.000000000000006]"
H2S,023,11,18,1.1546319456101628e-14,8.688945820132945e-19,6.661338147750939e-15,6.66133814775094e-16,0.0,0.0,1.4210854715202004e-14,0.0,PASS,"[-8.688945820132945e-19, 4.449581044320759e-16, 1.9999999999999947, 1.9999999999999976, 2.0000000000000004, 2.000000000000002, 2.000000000000003, 2.0000000000000036, 2.000000000000005, 2.0000000000000053, 2.0000000000000067]"
H2S,024,11,18,8.881784197001252e-15,2.117430945155058e-16,9.325873406851315e-15,2.7755575615628914e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-4.543907202595881e-16, -2.117430945155058e-16, 1.9999999999999922, 1.999999999999996, 1.9999999999999991, 2.0000000000000013, 2.0000000000000018, 2.000000000000002, 2.0000000000000044, 2.000000000000005, 2.0000000000000093]"
H2S,025,11,18,7.993605777301127e-15,2.8318504331849704e-17,6.217248937900877e-15,2.7755575615628914e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-2.8318504331849704e-17, 2.8318504331849704e-17, 1.9999999999999951, 1.9999999999999962, 1.9999999999999967, 1.999999999999998, 2.0000000000000004, 2.0000000000000004, 2.000000000000002, 2.000000000000004, 2.000000000000006]"
H2S,026,11,18,1.1102230246251565e-14,0.0,6.8833827526759706e-15,2.2941717969793274e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-9.610121266421448e-17, 9.610121266421448e-17, 1.9999999999999931, 1.9999999999999938, 1.9999999999999958, 1.9999999999999978, 1.9999999999999984, 2.0, 2.000000000000001, 2.0000000000000018, 2.000000000000005]"
H2S,027,11,18,1.865174681370263e-14,2.3707113156176563e-19,1.199040866595169e-14,4.0028744208164824e-16,0.0,0.0,3.907985046680551e-14,0.0,PASS,"[-4.443262809816243e-16, 2.3707113156176563e-19, 1.999999999999988, 1.9999999999999893, 1.999999999999993, 1.999999999999995, 1.9999999999999982, 1.999999999999999, 1.9999999999999998, 2.0000000000000013, 2.000000000000002]"
H2S,028,11,18,8.881784197001252e-15,0.0,6.217248937900877e-15,2.0122792321330962e-16,0.0,0.0,0.0,0.0,PASS,"[-3.73101135298073e-17, 3.73101135298073e-17, 1.9999999999999938, 1.9999999999999951, 1.9999999999999971, 2.0, 2.0000000000000013, 2.0000000000000018, 2.0000000000000027, 2.000000000000004, 2.0000000000000053]"
H2S,029,11,18,7.549516567451064e-15,1.8991257213366715e-17,7.771561172376096e-15,3.456436525883788e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-1.8991257213366715e-17, 2.41035862138398e-16, 1.9999999999999922, 1.9999999999999927, 1.9999999999999973, 1.999999999999998, 1.9999999999999998, 2.000000000000001, 2.0000000000000018, 2.000000000000003, 2.0000000000000053]"
